"loan_amnt";"funded_amnt";"int_rate";"grade";"emp_length";"home_ownership";"annual_inc";"loan_status";"purpose";"dti";"loan_status_1";"int_rate_grp";"emp_len_grp"
12;12;13;"C";"9 years";"RENT";55;"Charged Off";"debt_consolidation";14,49;"default_new";"Medium";"Senior"
6;6;7;"A";"n/a";"OWN";34,848;"Current";"credit_card";12,16;"current_new";"Low";"Junior"
17,2;17,2;17;"D";"9 years";"MORTGAGE";55;"Charged Off";"home_improvement";23,76;"default_new";"Medium";"Senior"
10,625;10,625;11;"B";"< 1 year";"RENT";30;"Charged Off";"credit_card";23,2;"default_new";"Medium";"Junior"
28;28;14;"C";"2 years";"RENT";136,5;"Current";"credit_card";11,81;"current_new";"Medium";"Junior"
16,4;16,4;17;"D";"5 years";"RENT";61,5;"Charged Off";"credit_card";12,51;"default_new";"Medium";"Mid-level"
13;13;9;"B";"10+ years";"RENT";50;"Charged Off";"debt_consolidation";17,3;"default_new";"Low";"Senior"
5;5;16;"D";"4 years";"MORTGAGE";90;"Current";"debt_consolidation";3,92;"current_new";"Medium";"Junior"
30;18,275;20;"E";"10+ years";"MORTGAGE";110;"Charged Off";"small_business";23,21;"default_new";"High";"Senior"
12;12;16;"D";"6 years";"RENT";40;"Charged Off";"debt_consolidation";18,66;"default_new";"Medium";"Mid-level"
5;5;14;"C";"5 years";"MORTGAGE";61,4;"Charged Off";"home_improvement";21,71;"default_new";"Medium";"Mid-level"
14;9,2;20;"F";"10+ years";"MORTGAGE";76,8;"Current";"debt_consolidation";6,83;"current_new";"High";"Senior"
6;6;16;"D";"10+ years";"RENT";80;"Current";"debt_consolidation";9,09;"current_new";"Medium";"Senior"
5;5;14;"C";"10+ years";"RENT";32;"Charged Off";"debt_consolidation";20,93;"default_new";"Medium";"Senior"
8;8;12;"B";"4 years";"RENT";35;"Charged Off";"credit_card";23,79;"default_new";"Medium";"Junior"
16;10,175;12;"B";"7 years";"RENT";50;"Charged Off";"debt_consolidation";26,11;"default_new";"Medium";"Mid-level"
10;10;18;"E";"5 years";"OWN";40;"Charged Off";"credit_card";12,75;"default_new";"Medium";"Mid-level"
35;22,05;12;"B";"3 years";"MORTGAGE";66;"Current";"debt_consolidation";8,96;"current_new";"Medium";"Junior"
5,35;5,35;15;"C";"6 years";"MORTGAGE";52;"Charged Off";"home_improvement";9,46;"default_new";"Medium";"Mid-level"
6;6;7;"A";"< 1 year";"RENT";23,04;"Charged Off";"credit_card";12,66;"default_new";"Low";"Junior"
12;9,65;9;"B";"n/a";"RENT";35;"Current";"debt_consolidation";17,45;"current_new";"Low";"Junior"
19;19;16;"D";"3 years";"OWN";38;"Charged Off";"debt_consolidation";18,09;"default_new";"Medium";"Junior"
24;15,825;21;"F";"1 year";"MORTGAGE";122,4;"Charged Off";"debt_consolidation";9,98;"default_new";"High";"Junior"
24,5;24,5;17;"D";"10+ years";"RENT";52;"Current";"debt_consolidation";13,85;"current_new";"Medium";"Senior"
20;20;18;"E";"10+ years";"RENT";50;"Current";"credit_card";13,37;"current_new";"Medium";"Senior"
7,1;7,1;19;"E";"3 years";"RENT";36;"Current";"credit_card";23,13;"current_new";"High";"Junior"
20,3;20,3;14;"C";"< 1 year";"RENT";80;"Charged Off";"debt_consolidation";27,76;"default_new";"Medium";"Junior"
2,3;2,3;7;"A";"< 1 year";"MORTGAGE";78;"Charged Off";"other";10,23;"default_new";"Low";"Junior"
18,8;18,8;21;"F";"7 years";"RENT";75;"Charged Off";"debt_consolidation";11,73;"default_new";"High";"Mid-level"
24,575;24,575;19;"E";"10+ years";"MORTGAGE";59;"Charged Off";"credit_card";19,75;"default_new";"High";"Senior"
18;18;14;"C";"7 years";"MORTGAGE";36;"Current";"debt_consolidation";18,63;"current_new";"Medium";"Mid-level"
5;5;20;"F";"5 years";"RENT";21;"Charged Off";"other";7,14;"default_new";"High";"Mid-level"
17;17;18;"E";"10+ years";"MORTGAGE";72;"Current";"debt_consolidation";14,65;"current_new";"Medium";"Senior"
17,475;16,175;17;"D";"10+ years";"RENT";56;"Charged Off";"other";24,84;"default_new";"Medium";"Senior"
34,475;33,5;14;"C";"8 years";"RENT";60;"Charged Off";"debt_consolidation";20,02;"default_new";"Medium";"Mid-level"
10,05;10,05;17;"D";"10+ years";"MORTGAGE";74,14368;"Charged Off";"home_improvement";17,54;"default_new";"Medium";"Senior"
21;21;19;"E";"2 years";"RENT";94,5;"Current";"debt_consolidation";8,09;"current_new";"High";"Junior"
10;10;15;"C";"< 1 year";"RENT";42;"Charged Off";"credit_card";16,37;"default_new";"Medium";"Junior"
35;23,35;11;"B";"3 years";"MORTGAGE";90;"Charged Off";"small_business";8,07;"default_new";"Medium";"Junior"
18,2;18,2;11;"B";"10+ years";"RENT";42;"Charged Off";"debt_consolidation";20,37;"default_new";"Medium";"Senior"
13;13;16;"D";"10+ years";"MORTGAGE";54;"Current";"debt_consolidation";16;"current_new";"Medium";"Senior"
8,8;8,8;20;"E";"10+ years";"RENT";135;"Current";"vacation";8,77;"current_new";"High";"Senior"
17;17;13;"C";"9 years";"RENT";53;"Charged Off";"debt_consolidation";21,03;"default_new";"Medium";"Senior"
20;20;19;"E";"3 years";"MORTGAGE";116,5;"Current";"credit_card";8,84;"current_new";"High";"Junior"
11,1;11,1;15;"C";"6 years";"RENT";45;"Charged Off";"debt_consolidation";4,64;"default_new";"Medium";"Mid-level"
21;21;13;"C";"4 years";"MORTGAGE";60;"Current";"home_improvement";11,34;"current_new";"Medium";"Junior"
12;12;19;"E";"2 years";"RENT";40;"Charged Off";"debt_consolidation";6,15;"default_new";"High";"Junior"
21;21;17;"D";"7 years";"OWN";42;"Charged Off";"debt_consolidation";15,8;"default_new";"Medium";"Mid-level"
18,5;18,5;7;"A";"1 year";"RENT";112;"Charged Off";"debt_consolidation";9,02;"default_new";"Low";"Junior"
8,5;8,5;15;"C";"n/a";"RENT";27,05;"Charged Off";"credit_card";10,25;"default_new";"Medium";"Junior"
9,5;9,5;12;"B";"5 years";"MORTGAGE";52;"Charged Off";"debt_consolidation";18,95;"default_new";"Medium";"Mid-level"
20;20;16;"D";"2 years";"RENT";108;"Current";"credit_card";13,5;"current_new";"Medium";"Junior"
12;12;18;"D";"5 years";"RENT";136,5;"Charged Off";"debt_consolidation";6,27;"default_new";"Medium";"Mid-level"
5;5;7;"A";"n/a";"RENT";84,855;"Charged Off";"other";14,14;"default_new";"Low";"Junior"
4;4;18;"E";"10+ years";"RENT";47;"Charged Off";"other";12,94;"default_new";"Medium";"Senior"
15;15;12;"B";"4 years";"RENT";62;"Charged Off";"debt_consolidation";18,77;"default_new";"Medium";"Junior"
16,5;16,5;17;"D";"10+ years";"MORTGAGE";64;"Charged Off";"credit_card";7,97;"default_new";"Medium";"Senior"
20;12,9;13;"C";"n/a";"MORTGAGE";100;"In Grace Period";"home_improvement";6,68;"current_new";"Medium";"Junior"
4;4;15;"C";"n/a";"OWN";25;"Charged Off";"debt_consolidation";12,62;"default_new";"Medium";"Junior"
3;3;11;"B";"3 years";"RENT";55;"Charged Off";"credit_card";9,75;"default_new";"Medium";"Junior"
3,5;3,5;10;"B";"10+ years";"MORTGAGE";136,5;"Charged Off";"medical";16,49;"default_new";"Low";"Senior"
17,5;17,5;10;"B";"10+ years";"RENT";45,256;"Charged Off";"debt_consolidation";22,01;"default_new";"Low";"Senior"
35;21,675;19;"E";"7 years";"MORTGAGE";136,5;"Charged Off";"other";16,33;"default_new";"High";"Mid-level"
14;14;8;"A";"1 year";"RENT";46;"Current";"debt_consolidation";14,48;"current_new";"Low";"Junior"
35;33,5;20;"F";"< 1 year";"MORTGAGE";136,5;"Current";"home_improvement";5,32;"current_new";"High";"Junior"
15;15;15;"C";"3 years";"RENT";70;"Charged Off";"debt_consolidation";8,25;"default_new";"Medium";"Junior"
35;33,5;19;"E";"3 years";"MORTGAGE";70;"Charged Off";"debt_consolidation";19,17;"default_new";"High";"Junior"
12,2;10,35;14;"C";"8 years";"MORTGAGE";35;"Charged Off";"debt_consolidation";13,13;"default_new";"Medium";"Mid-level"
25;17;16;"D";"10+ years";"RENT";81;"Charged Off";"credit_card";12,62;"default_new";"Medium";"Senior"
7,175;7,175;7;"A";"4 years";"RENT";60;"Charged Off";"small_business";7,9;"default_new";"Low";"Junior"
22,5;22,5;12;"B";"4 years";"MORTGAGE";45;"Current";"other";11,04;"current_new";"Medium";"Junior"
18,25;18,25;23;"G";"6 years";"OWN";40;"Current";"debt_consolidation";19,2;"current_new";"High";"Mid-level"
17;17;20;"F";"5 years";"MORTGAGE";84;"Charged Off";"home_improvement";10,19;"default_new";"High";"Mid-level"
12,95;12,95;10;"B";"1 year";"RENT";31,2;"Current";"house";3,46;"current_new";"Low";"Junior"
16;16;14;"C";"7 years";"MORTGAGE";70;"Charged Off";"debt_consolidation";4,99;"default_new";"Medium";"Mid-level"
10;10;15;"C";"1 year";"RENT";56,496;"Charged Off";"debt_consolidation";18,84;"default_new";"Medium";"Junior"
8;8;6;"A";"10+ years";"OWN";42,24;"Charged Off";"credit_card";12,33;"default_new";"Low";"Senior"
30;30;18;"E";"10+ years";"OWN";120;"Charged Off";"credit_card";9,17;"default_new";"Medium";"Senior"
30;30;9;"B";"10+ years";"MORTGAGE";72;"Current";"home_improvement";1,07;"current_new";"Low";"Senior"
7,2;7,2;17;"D";"5 years";"RENT";103;"Current";"debt_consolidation";10,53;"current_new";"Medium";"Mid-level"
19,5;19,5;18;"D";"4 years";"RENT";52,47;"Current";"debt_consolidation";17,56;"current_new";"Medium";"Junior"
6,35;6,35;11;"B";"4 years";"RENT";49,2;"Current";"car";4,71;"current_new";"Medium";"Junior"
15;15;12;"B";"1 year";"RENT";90;"Charged Off";"debt_consolidation";11,2;"default_new";"Medium";"Junior"
8,4;8,4;7;"A";"10+ years";"RENT";72;"Charged Off";"debt_consolidation";20,75;"default_new";"Low";"Senior"
22,75;22,75;20;"E";"< 1 year";"MORTGAGE";47,84;"Charged Off";"debt_consolidation";19,31;"default_new";"High";"Junior"
5;5;14;"C";"< 1 year";"RENT";17;"Charged Off";"major_purchase";12,85;"default_new";"Medium";"Junior"
14,75;14,75;16;"D";"8 years";"MORTGAGE";30;"Current";"debt_consolidation";17,32;"current_new";"Medium";"Mid-level"
13,475;13,475;8;"A";"3 years";"RENT";26,4;"Current";"debt_consolidation";27,27;"current_new";"Low";"Junior"
14;14;13;"C";"10+ years";"OWN";35;"Charged Off";"debt_consolidation";13,68;"default_new";"Medium";"Senior"
20;20;18;"E";"4 years";"RENT";87;"Current";"debt_consolidation";9,31;"current_new";"Medium";"Junior"
4,8;4,8;18;"D";"10+ years";"RENT";45;"Current";"debt_consolidation";13,81;"current_new";"Medium";"Senior"
1,4;1,4;8;"A";"n/a";"MORTGAGE";30,108;"Charged Off";"debt_consolidation";20,29;"default_new";"Low";"Junior"
2,4;2,4;10;"B";"8 years";"RENT";43,08;"Charged Off";"debt_consolidation";21,67;"default_new";"Low";"Mid-level"
25,975;25,975;19;"E";"8 years";"MORTGAGE";50;"Current";"debt_consolidation";21,7;"current_new";"High";"Mid-level"
5;5;6;"A";"3 years";"OWN";32,5;"Charged Off";"other";16,32;"default_new";"Low";"Junior"
2,4;2,4;9;"B";"10+ years";"MORTGAGE";72;"Charged Off";"wedding";17,38;"default_new";"Low";"Senior"
10;10;17;"D";"10+ years";"RENT";30;"Charged Off";"credit_card";16,56;"default_new";"Medium";"Senior"
10;10;13;"C";"< 1 year";"RENT";26,4;"Charged Off";"debt_consolidation";13,95;"default_new";"Medium";"Junior"
22,8;22,8;17;"D";"8 years";"RENT";68;"Charged Off";"credit_card";10,02;"default_new";"Medium";"Mid-level"
3;3;11;"B";"1 year";"RENT";18;"Charged Off";"small_business";24,27;"default_new";"Medium";"Junior"
21,2;21,2;17;"D";"10+ years";"MORTGAGE";47;"Current";"credit_card";24,05;"current_new";"Medium";"Senior"
20,25;20,25;15;"C";"7 years";"RENT";39,624;"Current";"credit_card";23,08;"current_new";"Medium";"Mid-level"
8,4;8,4;14;"C";"6 years";"RENT";51,008;"Current";"car";8,14;"current_new";"Medium";"Mid-level"
4,2;4,2;6;"A";"10+ years";"RENT";35;"Charged Off";"debt_consolidation";21,91;"default_new";"Low";"Senior"
20;20;11;"B";"9 years";"RENT";35;"Current";"debt_consolidation";18,96;"current_new";"Medium";"Senior"
7;7;22;"F";"5 years";"RENT";50;"Charged Off";"credit_card";11,76;"default_new";"High";"Mid-level"
3,6;3,6;18;"D";"1 year";"RENT";32;"Charged Off";"debt_consolidation";17,25;"default_new";"Medium";"Junior"
14;14;13;"C";"10+ years";"MORTGAGE";27,84;"Charged Off";"small_business";10,78;"default_new";"Medium";"Senior"
5,325;5,325;12;"B";"n/a";"RENT";22;"Charged Off";"credit_card";12,55;"default_new";"Medium";"Junior"
14;14;10;"B";"2 years";"OWN";35;"Charged Off";"debt_consolidation";13,44;"default_new";"Low";"Junior"
20;20;17;"D";"10+ years";"MORTGAGE";50;"Charged Off";"debt_consolidation";3,02;"default_new";"Medium";"Senior"
16;16;14;"C";"4 years";"RENT";50;"Charged Off";"credit_card";19,44;"default_new";"Medium";"Junior"
35;33,5;12;"B";"4 years";"RENT";71;"Current";"debt_consolidation";17,09;"current_new";"Medium";"Junior"
12;12;18;"D";"10+ years";"RENT";100;"Late (31-120 days)";"debt_consolidation";15,16;"late";"Medium";"Senior"
17;17;17;"D";"3 years";"RENT";75,6;"Charged Off";"credit_card";19,73;"default_new";"Medium";"Junior"
4,2;4,2;11;"B";"10+ years";"MORTGAGE";99,996;"Charged Off";"major_purchase";10,48;"default_new";"Medium";"Senior"
19;19;17;"D";"1 year";"RENT";49,2;"Charged Off";"debt_consolidation";22,34;"default_new";"Medium";"Junior"
4;4;18;"E";"6 years";"RENT";48;"Charged Off";"debt_consolidation";19,15;"default_new";"Medium";"Mid-level"
12;12;12;"B";"4 years";"RENT";45;"Current";"small_business";9,23;"current_new";"Medium";"Junior"
10;10;13;"C";"5 years";"RENT";60;"Charged Off";"credit_card";17,18;"default_new";"Medium";"Mid-level"
17,2;17,2;20;"F";"10+ years";"RENT";52;"Current";"house";7,06;"current_new";"High";"Senior"
27,3;27,3;12;"B";"10+ years";"MORTGAGE";56;"Current";"debt_consolidation";20,19;"current_new";"Medium";"Senior"
10,4;10,4;16;"D";"5 years";"MORTGAGE";56,004;"Current";"home_improvement";9,86;"current_new";"Medium";"Mid-level"
5;5;12;"B";"6 years";"RENT";30;"Charged Off";"debt_consolidation";23,36;"default_new";"Medium";"Mid-level"
2,8;2,8;7;"A";"3 years";"RENT";27;"Charged Off";"other";13,2;"default_new";"Low";"Junior"
4;4;6;"A";"2 years";"RENT";54;"Charged Off";"debt_consolidation";17,53;"default_new";"Low";"Junior"
12;12;19;"E";"9 years";"RENT";95;"Charged Off";"credit_card";17,72;"default_new";"High";"Senior"
35;33,5;11;"B";"7 years";"MORTGAGE";78;"Current";"debt_consolidation";16,63;"current_new";"Medium";"Mid-level"
4;4;12;"B";"6 years";"MORTGAGE";42;"Charged Off";"debt_consolidation";23,23;"default_new";"Medium";"Mid-level"
6;6;13;"C";"1 year";"RENT";32;"Charged Off";"debt_consolidation";17,81;"default_new";"Medium";"Junior"
2,575;2,575;15;"C";"< 1 year";"RENT";44,42;"Charged Off";"debt_consolidation";19,67;"default_new";"Medium";"Junior"
8;8;9;"B";"n/a";"RENT";60;"Charged Off";"home_improvement";19,9;"default_new";"Low";"Junior"
6;6;15;"C";"10+ years";"MORTGAGE";39,168;"Charged Off";"debt_consolidation";24,85;"default_new";"Medium";"Senior"
14;14;17;"D";"1 year";"RENT";52;"Charged Off";"car";5,35;"default_new";"Medium";"Junior"
20;20;14;"C";"4 years";"RENT";45;"Charged Off";"debt_consolidation";10,16;"default_new";"Medium";"Junior"
16;16;17;"D";"n/a";"OWN";49;"Current";"credit_card";12,83;"current_new";"Medium";"Junior"
15;15;15;"C";"7 years";"MORTGAGE";77;"Charged Off";"debt_consolidation";24,58;"default_new";"Medium";"Mid-level"
25;25;21;"F";"10+ years";"RENT";76;"Charged Off";"credit_card";19,25;"default_new";"High";"Senior"
7,2;7,2;11;"B";"< 1 year";"RENT";50;"Charged Off";"debt_consolidation";22,06;"default_new";"Medium";"Junior"
22;22;12;"B";"10+ years";"RENT";45;"Current";"debt_consolidation";15,81;"current_new";"Medium";"Senior"
5;5;14;"C";"2 years";"MORTGAGE";42;"Charged Off";"debt_consolidation";19,54;"default_new";"Medium";"Junior"
5,5;5,5;7;"A";"2 years";"RENT";36,5;"Charged Off";"debt_consolidation";16,73;"default_new";"Low";"Junior"
6;6;11;"B";"3 years";"MORTGAGE";39,996;"Charged Off";"debt_consolidation";21,99;"default_new";"Medium";"Junior"
15,6;15,6;14;"C";"10+ years";"RENT";100;"Charged Off";"credit_card";11,54;"default_new";"Medium";"Senior"
6;6;12;"B";"2 years";"RENT";45;"Charged Off";"other";19,04;"default_new";"Medium";"Junior"
30;30;20;"E";"< 1 year";"MORTGAGE";136,5;"Charged Off";"other";8,5;"default_new";"High";"Junior"
15;15;13;"C";"1 year";"RENT";31;"Charged Off";"credit_card";18,46;"default_new";"Medium";"Junior"
9,6;9,6;17;"D";"3 years";"RENT";42;"Charged Off";"other";24,09;"default_new";"Medium";"Junior"
3,6;3,6;6;"A";"1 year";"RENT";60;"Charged Off";"debt_consolidation";21,54;"default_new";"Low";"Junior"
6,075;6,075;17;"D";"1 year";"RENT";46,44;"Current";"small_business";5,97;"current_new";"Medium";"Junior"
20,5;20,5;10;"B";"10+ years";"OWN";78,586;"Charged Off";"small_business";2,29;"default_new";"Low";"Senior"
8,475;8,475;12;"B";"10+ years";"RENT";38,42387;"Charged Off";"debt_consolidation";22,27;"default_new";"Medium";"Senior"
4;4;7;"A";"7 years";"RENT";47;"Charged Off";"debt_consolidation";15,63;"default_new";"Low";"Mid-level"
26;26;12;"B";"10+ years";"RENT";49;"Charged Off";"debt_consolidation";21,92;"default_new";"Medium";"Senior"
20;20;16;"D";"8 years";"MORTGAGE";56,5;"Current";"debt_consolidation";20,73;"current_new";"Medium";"Mid-level"
22;22;13;"C";"2 years";"MORTGAGE";75;"Current";"credit_card";9,46;"current_new";"Medium";"Junior"
20;20;15;"C";"10+ years";"MORTGAGE";112;"Current";"home_improvement";10,53;"current_new";"Medium";"Senior"
23;23;19;"E";"n/a";"RENT";45,6;"Charged Off";"other";18,68;"default_new";"High";"Junior"
20;20;12;"B";"4 years";"MORTGAGE";55;"Current";"credit_card";20,12;"current_new";"Medium";"Junior"
15;15;10;"B";"< 1 year";"MORTGAGE";68,004;"Current";"other";23,13;"current_new";"Low";"Junior"
18;18;18;"E";"9 years";"MORTGAGE";132;"Current";"credit_card";11,29;"current_new";"Medium";"Senior"
12;12;19;"E";"2 years";"MORTGAGE";35,004;"Charged Off";"debt_consolidation";12,14;"default_new";"High";"Junior"
5,375;5,375;18;"D";"10+ years";"RENT";19,2;"Current";"debt_consolidation";11,56;"current_new";"Medium";"Senior"
2,2;2,2;8;"A";"4 years";"MORTGAGE";50;"Charged Off";"home_improvement";21,65;"default_new";"Low";"Junior"
24;24;18;"D";"< 1 year";"RENT";136,5;"Charged Off";"debt_consolidation";6,96;"default_new";"Medium";"Junior"
10,275;10,275;6;"A";"5 years";"RENT";32,4;"Charged Off";"debt_consolidation";27,78;"default_new";"Low";"Mid-level"
12;12;17;"D";"10+ years";"MORTGAGE";83;"Current";"debt_consolidation";16,27;"current_new";"Medium";"Senior"
10;10;13;"C";"2 years";"RENT";48,5;"Current";"debt_consolidation";25,51;"current_new";"Medium";"Junior"
23,6;23,6;21;"F";"2 years";"MORTGAGE";73,1744;"Charged Off";"wedding";7,94;"default_new";"High";"Junior"
12;12;12;"B";"10+ years";"MORTGAGE";54,6;"Charged Off";"credit_card";14;"default_new";"Medium";"Senior"
15;15;10;"B";"8 years";"MORTGAGE";75;"Charged Off";"credit_card";16,34;"default_new";"Low";"Mid-level"
25;25;14;"C";"< 1 year";"RENT";60;"Charged Off";"debt_consolidation";20,68;"default_new";"Medium";"Junior"
7,875;7,875;17;"D";"6 years";"OWN";38,4;"Charged Off";"car";10,28;"default_new";"Medium";"Mid-level"
12,3;12,3;7;"A";"7 years";"RENT";45;"Charged Off";"debt_consolidation";22,29;"default_new";"Low";"Mid-level"
22;22;14;"C";"1 year";"MORTGAGE";93;"Current";"debt_consolidation";6,93;"current_new";"Medium";"Junior"
35;33,5;15;"C";"10+ years";"MORTGAGE";96;"Charged Off";"debt_consolidation";15,04;"default_new";"Medium";"Senior"
7;7;14;"C";"4 years";"MORTGAGE";45,996;"Charged Off";"other";12,18;"default_new";"Medium";"Junior"
14;14;19;"E";"10+ years";"MORTGAGE";47;"Current";"debt_consolidation";11,31;"current_new";"High";"Senior"
15,85;15,85;17;"D";"< 1 year";"RENT";28;"Charged Off";"credit_card";15,9;"default_new";"Medium";"Junior"
35;33,5;12;"B";"3 years";"RENT";65;"Charged Off";"small_business";10,34;"default_new";"Medium";"Junior"
35;33,5;12;"B";"10+ years";"RENT";60;"Charged Off";"small_business";1,5;"default_new";"Medium";"Senior"
12;12;19;"E";"7 years";"MORTGAGE";34;"Charged Off";"debt_consolidation";13,41;"default_new";"High";"Mid-level"
29,7;29,7;17;"D";"5 years";"RENT";58,5;"Charged Off";"small_business";11,49;"default_new";"Medium";"Mid-level"
35;33,5;14;"C";"< 1 year";"MORTGAGE";65;"Current";"debt_consolidation";23,8;"current_new";"Medium";"Junior"
24;24;12;"B";"10+ years";"MORTGAGE";136,5;"Charged Off";"credit_card";8,05;"default_new";"Medium";"Senior"
19,75;19,75;13;"C";"10+ years";"MORTGAGE";60;"Charged Off";"credit_card";8,8;"default_new";"Medium";"Senior"
35;33,5;19;"E";"4 years";"MORTGAGE";60;"Charged Off";"credit_card";13,06;"default_new";"High";"Junior"
